ticker,volume,volume_weighted_avg_price,open_price,close_price,highest_price,lowest_price,um_timestamp,transactions,market_close,market
JAVA,274999.0,65.8651,66.15,65.85,66.15,65.77,1734123600000,1560.0,2024-12-13,NYSE
REZ,65428.0,84.1693,84.35,84.165,84.44,83.94,1734123600000,696.0,2024-12-13,NYSE
SPTS,571947.0,29.0399,29.05,29.03,29.05,29.03,1734123600000,1404.0,2024-12-13,NYSE
UFPI,215653.0,126.8341,127.13,126.86,127.7616,126.23,1734123600000,7337.0,2024-12-13,NYSE
IQDG,69635.0,35.9443,36.13,35.95,36.13,35.8513,1734123600000,303.0,2024-12-13,NYSE
CTRE,1295731.0,28.7558,28.55,28.81,28.86,28.49,1734123600000,15275.0,2024-12-13,NYSE
WYY,57340.0,5.4908,5.53,5.57,5.68,5.2989,1734123600000,542.0,2024-12-13,NYSE
HYGV,336142.0,41.1409,41.25,41.12,41.25,41.09,1734123600000,2109.0,2024-12-13,NYSE
RWM,4926351.0,18.0885,17.98,18.07,18.165,17.9499,1734123600000,6078.0,2024-12-13,NYSE
FBL,519771.0,37.5358,38.06,37.21,38.4988,36.7626,1734123600000,4537.0,2024-12-13,NYSE
GPIX,119783.0,50.5021,50.72,50.52,50.72,50.36,1734123600000,916.0,2024-12-13,NYSE
PRE,30379.0,5.4083,5.44,5.94,5.94,5.0001,1734123600000,794.0,2024-12-13,NYSE
GENC,20995.0,21.3262,21.5,21.61,21.64,20.88,1734123600000,2304.0,2024-12-13,NYSE
NVDL,19462329.0,68.0743,71.87,67.06,72.55,65.35,1734123600000,198789.0,2024-12-13,NYSE
MODG,1984834.0,7.8863,7.95,7.92,8.03,7.76,1734123600000,12026.0,2024-12-13,NYSE
MUU,456821.0,23.5573,23.14,23.99,24.2299,22.75,1734123600000,2082.0,2024-12-13,NYSE
QAT,19144.0,18.2656,18.29,18.26,18.328,18.22,1734123600000,127.0,2024-12-13,NYSE
LMNR,32929.0,26.702,26.75,27.02,27.2,26.39,1734123600000,1154.0,2024-12-13,NYSE
TLTD,11300.0,71.605,71.88,71.5491,71.995,71.44,1734123600000,70.0,2024-12-13,NYSE
QQQE,435638.0,94.6144,95.01,94.63,95.035,94.292,1734123600000,1668.0,2024-12-13,NYSE
ABM,343689.0,56.1702,56.24,56.15,56.535,55.77,1734123600000,6073.0,2024-12-13,NYSE
CRSR,388376.0,7.3383,7.68,7.26,7.8187,7.24,1734123600000,6337.0,2024-12-13,NYSE
FOXF,757191.0,31.4875,32.07,31.3,32.2801,31.14,1734123600000,11965.0,2024-12-13,NYSE
CGNG,45748.0,25.6915,25.78,25.7151,25.78,25.6349,1734123600000,105.0,2024-12-13,NYSE
LOOP,82687926.0,1.792,1.67,1.83,1.9399,1.5401,1734123600000,341529.0,2024-12-13,NYSE
GCT,1048034.0,20.4697,20.5,20.69,20.73,20.03,1734123600000,14434.0,2024-12-13,NYSE
IDOG,25892.0,29.5728,29.67,29.61,29.67,29.51,1734123600000,145.0,2024-12-13,NYSE
ANIK,42581.0,17.2947,17.45,17.16,17.55,17.09,1734123600000,1955.0,2024-12-13,NYSE
ITM,307500.0,46.2608,46.32,46.28,46.32,46.23,1734123600000,1326.0,2024-12-13,NYSE
EIPI,91756.0,19.6933,19.8,19.68,19.8472,19.62,1734123600000,356.0,2024-12-13,NYSE
SIGIP,11118.0,18.3861,18.42,18.35,18.5657,18.3,1734123600000,173.0,2024-12-13,NYSE
FDIS,56893.0,102.2979,102.41,102.5,102.565,101.83,1734123600000,1418.0,2024-12-13,NYSE
CPLB,768.0,21.0991,21.11,21.0832,21.11,21.0832,1734123600000,7.0,2024-12-13,NYSE
DDWM,13190.0,34.834,34.93,34.85,34.93,34.75,1734123600000,74.0,2024-12-13,NYSE
EVO,123129.0,4.4881,4.59,4.49,4.59,4.385,1734123600000,1366.0,2024-12-13,NYSE
TNA,13706666.0,49.7116,50.48,49.67,50.81,48.8901,1734123600000,62638.0,2024-12-13,NYSE
MKOR,6880.0,22.9652,22.96,22.9903,22.9903,22.87,1734123600000,34.0,2024-12-13,NYSE
QEFA,17607.0,75.6738,75.93,75.6,75.93,75.5071,1734123600000,221.0,2024-12-13,NYSE
FUTY,137051.0,50.0346,50.13,49.99,50.245,49.94,1734123600000,1202.0,2024-12-13,NYSE
IXJ,159337.0,88.8611,88.9,88.93,89.12,88.55,1734123600000,2007.0,2024-12-13,NYSE
FDM,11092.0,71.3386,71.53,71.33,71.53,71.02,1734123600000,187.0,2024-12-13,NYSE
CLF,25875513.0,10.4715,10.92,10.21,11.09,10.18,1734123600000,92124.0,2024-12-13,NYSE
HLAL,36875.0,54.5127,54.66,54.44,54.7074,54.35,1734123600000,1445.0,2024-12-13,NYSE
TUSK,83628.0,2.9474,2.94,2.94,2.97,2.93,1734123600000,1127.0,2024-12-13,NYSE
GDOT,428180.0,10.9947,10.82,11.0,11.22,10.68,1734123600000,7690.0,2024-12-13,NYSE
ACRV,71248.0,7.2128,7.12,7.06,7.47,7.01,1734123600000,2064.0,2024-12-13,NYSE
SCHL,162143.0,25.5228,25.5,25.58,25.8,25.29,1734123600000,5612.0,2024-12-13,NYSE
VKI,175650.0,9.0145,9.06,9.03,9.07,8.98,1734123600000,548.0,2024-12-13,NYSE
NFRA,62859.0,56.6799,56.83,56.68,56.91,56.63,1734123600000,235.0,2024-12-13,NYSE
MMA,11636.0,1.5022,1.53,1.4904,1.5309,1.48,1734123600000,120.0,2024-12-13,NYSE
FNGG,51407.0,192.7132,192.58,192.4003,195.1789,188.99,1734123600000,858.0,2024-12-13,NYSE
RNG,1676404.0,39.0024,40.88,39.05,41.055,38.27,1734123600000,23082.0,2024-12-13,NYSE
ISTB,297175.0,47.9277,47.97,47.92,47.97,47.9,1734123600000,1017.0,2024-12-13,NYSE
EKSO,232085.0,0.588,0.5873,0.5667,0.63,0.566,1734123600000,664.0,2024-12-13,NYSE
RMSG,108898.0,1.6823,1.7,1.74,1.83,1.5301,1734123600000,793.0,2024-12-13,NYSE
TRAK,156960.0,23.8584,23.89,23.89,24.1046,23.43,1734123600000,1198.0,2024-12-13,NYSE
CAL,774527.0,24.9205,24.72,25.01,25.11,24.51,1734123600000,11221.0,2024-12-13,NYSE
ATSG,2758177.0,21.9097,21.93,21.9,21.95,21.9,1734123600000,8504.0,2024-12-13,NYSE
ATR,140138.0,170.2928,170.91,170.2,171.0,169.82,1734123600000,5351.0,2024-12-13,NYSE
RVNC,3576239.0,3.0878,3.08,3.08,3.11,3.08,1734123600000,5622.0,2024-12-13,NYSE
DECU,16321.0,25.0979,25.19,25.0649,25.19,25.0426,1734123600000,60.0,2024-12-13,NYSE
SSUS,19520.0,43.6253,43.84,43.6334,43.84,43.53,1734123600000,96.0,2024-12-13,NYSE
EWA,1288314.0,25.1375,25.32,25.1,25.32,25.1,1734123600000,6125.0,2024-12-13,NYSE
RDIV,30414.0,50.2178,50.41,50.24,50.41,50.08,1734123600000,390.0,2024-12-13,NYSE
AGNC,12310268.0,9.5585,9.545,9.58,9.59,9.5,1734123600000,37674.0,2024-12-13,NYSE
VFH,409375.0,121.9453,122.62,121.79,122.68,121.715,1734123600000,5936.0,2024-12-13,NYSE
LVTX,157486.0,1.1318,1.2,1.11,1.2,1.08,1734123600000,554.0,2024-12-13,NYSE
HYLB,664069.0,36.4935,36.6,36.46,36.6,36.45,1734123600000,3298.0,2024-12-13,NYSE
BENF,112811.0,0.7961,0.7937,0.791,0.8184,0.79,1734123600000,668.0,2024-12-13,NYSE
VFMF,7039.0,136.4953,136.89,136.53,136.99,136.08,1734123600000,173.0,2024-12-13,NYSE
URA,2359641.0,29.5932,30.1,29.39,30.29,29.36,1734123600000,18254.0,2024-12-13,NYSE
TLT,38702977.0,90.3084,90.8,90.15,90.85,90.08,1734123600000,124223.0,2024-12-13,NYSE
IYJ,30642.0,139.1901,139.34,138.965,139.5812,138.75,1734123600000,426.0,2024-12-13,NYSE
GROY.WS,2400.0,0.2868,0.29,0.2701,0.29,0.27,1734123600000,30.0,2024-12-13,NYSE
NXGL,426954.0,4.5947,4.5,4.71,4.815,4.31,1734123600000,1546.0,2024-12-13,NYSE
PAY,316445.0,34.4365,34.68,34.35,35.11,34.12,1734123600000,6133.0,2024-12-13,NYSE
XLSR,63455.0,55.1452,55.39,55.175,55.39,55.0,1734123600000,393.0,2024-12-13,NYSE
OAKM,35570.0,24.3511,24.45,24.31,24.45,24.29,1734123600000,217.0,2024-12-13,NYSE
AVDV,331938.0,67.8501,68.24,67.88,68.24,67.684,1734123600000,2783.0,2024-12-13,NYSE
SPXL,2494470.0,185.7604,187.4,185.42,188.03,184.045,1734123600000,25644.0,2024-12-13,NYSE
SYRE,401145.0,23.9631,23.81,24.12,24.45,23.5,1734123600000,9207.0,2024-12-13,NYSE
CETH,284299.0,19.64,19.64,19.62,19.85,19.42,1734123600000,1484.0,2024-12-13,NYSE
XTKG,87995.0,0.8479,0.8508,0.85,0.9189,0.8195,1734123600000,555.0,2024-12-13,NYSE
FELE,113477.0,104.9637,105.32,105.11,105.68,103.91,1734123600000,4224.0,2024-12-13,NYSE
WK,318673.0,103.2979,104.31,103.87,104.58,101.935,1734123600000,9060.0,2024-12-13,NYSE
FGB,15041.0,4.2909,4.32,4.29,4.32,4.26,1734123600000,54.0,2024-12-13,NYSE
DAR,1447641.0,34.8376,34.97,35.08,35.16,34.25,1734123600000,18524.0,2024-12-13,NYSE
AGCO,885975.0,96.5527,96.6,97.12,97.48,95.24,1734123600000,16276.0,2024-12-13,NYSE
FDVV,432572.0,51.4449,51.55,51.48,51.55,51.3247,1734123600000,4331.0,2024-12-13,NYSE
SPXS,52448859.0,5.8336,5.77,5.83,5.87,5.75,1734123600000,22167.0,2024-12-13,NYSE
CIBR,399696.0,65.4723,65.8,65.54,65.88,65.12,1734123600000,4803.0,2024-12-13,NYSE
MOMO,1116338.0,7.7778,7.76,7.84,7.85,7.69,1734123600000,12401.0,2024-12-13,NYSE
BITU,2066607.0,59.5681,58.93,60.35,60.72,58.01,1734123600000,19296.0,2024-12-13,NYSE
LYB,2342017.0,75.6099,76.2,75.67,76.21,74.92,1734123600000,31176.0,2024-12-13,NYSE
AMBP,1210880.0,3.1973,3.23,3.21,3.23,3.155,1734123600000,7177.0,2024-12-13,NYSE
WSM,2215503.0,195.1896,194.43,195.63,198.7,191.5303,1734123600000,37925.0,2024-12-13,NYSE
KCE,51783.0,144.3909,146.0,144.23,146.0,143.9,1734123600000,1189.0,2024-12-13,NYSE
SSTK,557869.0,32.1113,32.16,32.3,32.34,31.3,1734123600000,9048.0,2024-12-13,NYSE
NDP,1235.0,41.7947,41.56,41.68,41.953,41.56,1734123600000,29.0,2024-12-13,NYSE
SXC,516051.0,11.9112,11.96,11.91,11.98,11.845,1734123600000,9447.0,2024-12-13,NYSE
JHMB,4969.0,21.7366,21.82,21.7008,21.82,21.6901,1734123600000,17.0,2024-12-13,NYSE
IVOG,23995.0,120.2103,121.24,120.19,121.24,119.705,1734123600000,466.0,2024-12-13,NYSE
NIE,52817.0,24.4732,24.44,24.48,24.67,24.3201,1734123600000,452.0,2024-12-13,NYSE
RRBI,4793.0,59.0556,59.46,58.88,59.825,58.6,1734123600000,346.0,2024-12-13,NYSE
DEC,203933.0,16.8515,16.85,16.86,16.98,16.69,1734123600000,3597.0,2024-12-13,NYSE
FFWM,242131.0,7.2546,7.29,7.3,7.37,7.17,1734123600000,5232.0,2024-12-13,NYSE
IAUM,2878505.0,26.5014,26.57,26.41,26.57,26.395,1734123600000,4764.0,2024-12-13,NYSE
AKR,1309506.0,25.2669,25.03,25.35,25.35,25.01,1734123600000,14595.0,2024-12-13,NYSE
HKIT,14859.0,1.429,1.42,1.415,1.52,1.41,1734123600000,168.0,2024-12-13,NYSE
MAXN,509583.0,5.5074,5.7,5.5,5.89,5.315,1734123600000,4898.0,2024-12-13,NYSE
MELI,407503.0,1829.6492,1857.0,1823.86,1878.41,1813.02,1734123600000,32270.0,2024-12-13,NYSE
KTEC,3992.0,13.76,13.8,13.79,13.8,13.6964,1734123600000,45.0,2024-12-13,NYSE
VBR,407138.0,208.7927,210.03,208.86,210.1,208.1,1734123600000,7036.0,2024-12-13,NYSE
NCSM,16980.0,28.2863,28.03,28.37,28.73,27.5327,1734123600000,342.0,2024-12-13,NYSE
LBRT,2309898.0,19.0206,19.09,18.97,19.29,18.785,1734123600000,22676.0,2024-12-13,NYSE
BBAR,628917.0,17.2051,17.24,17.22,17.6,16.8,1734123600000,7368.0,2024-12-13,NYSE
SBRA,1603746.0,17.4925,17.33,17.5,17.59,17.27,1734123600000,16159.0,2024-12-13,NYSE
FSMD,102331.0,43.301,44.16,43.48,44.16,43.1101,1734123600000,686.0,2024-12-13,NYSE
SGLY,6465.0,1.6317,1.65,1.64,1.65,1.58,1734123600000,74.0,2024-12-13,NYSE
GWW,174222.0,1142.8626,1145.24,1142.62,1149.585,1139.06,1734123600000,10742.0,2024-12-13,NYSE
ORRF,67825.0,38.7104,38.92,38.78,38.96,38.42,1734123600000,2011.0,2024-12-13,NYSE
WTIU,59407.0,12.5658,12.86,12.5842,12.86,12.42,1734123600000,332.0,2024-12-13,NYSE
NYXH,93948.0,8.1607,8.59,8.0,8.81,7.863,1734123600000,1278.0,2024-12-13,NYSE
SLVP,101823.0,12.8994,13.15,12.86,13.2099,12.8,1734123600000,550.0,2024-12-13,NYSE
IT,227934.0,508.6088,514.0,508.46,519.39,506.0,1734123600000,10085.0,2024-12-13,NYSE
FAPR,14496.0,41.4746,41.47,41.4898,41.51,41.45,1734123600000,29.0,2024-12-13,NYSE
CHAT,42559.0,42.0394,42.1,42.11,42.3518,41.72,1734123600000,817.0,2024-12-13,NYSE
CTBB,55008.0,17.8927,17.76,17.88,18.1,17.76,1734123600000,762.0,2024-12-13,NYSE
VRA,478471.0,4.1416,4.4,4.25,4.4,3.965,1734123600000,5564.0,2024-12-13,NYSE
EBS,1083328.0,8.4978,8.81,8.48,8.87,8.35,1734123600000,10396.0,2024-12-13,NYSE
OUNZ,1718833.0,25.632,25.68,25.545,25.7099,25.53,1734123600000,2295.0,2024-12-13,NYSE
INSW,759391.0,34.7606,34.7,34.97,35.085,34.32,1734123600000,12645.0,2024-12-13,NYSE
AXSM,568484.0,91.2758,94.01,90.1,94.685,89.8,1734123600000,13410.0,2024-12-13,NYSE
TWST,798268.0,47.3263,47.93,47.5,48.09,46.56,1734123600000,13936.0,2024-12-13,NYSE
GAUG,15922.0,35.5415,35.68,35.5698,35.68,35.51,1734123600000,97.0,2024-12-13,NYSE
NCNO,835294.0,35.8011,36.37,35.46,36.645,35.42,1734123600000,15430.0,2024-12-13,NYSE
WEX,545368.0,176.3424,177.57,176.2,177.84,174.85,1734123600000,10311.0,2024-12-13,NYSE
ARKK,7075599.0,60.931,61.11,61.33,61.36,60.2,1734123600000,55413.0,2024-12-13,NYSE
NX,2044724.0,28.0187,26.99,28.23,28.71,26.51,1734123600000,28588.0,2024-12-13,NYSE
STIP,1325108.0,100.9199,100.97,100.87,100.98,100.86,1734123600000,2311.0,2024-12-13,NYSE
APPS,1602611.0,1.4285,1.42,1.43,1.46,1.4,1734123600000,5836.0,2024-12-13,NYSE
IYZ,178230.0,27.9553,27.88,28.02,28.025,27.85,1734123600000,1356.0,2024-12-13,NYSE
EIG,200684.0,52.7189,52.33,52.72,53.03,52.33,1734123600000,3643.0,2024-12-13,NYSE
VIOV,30656.0,98.6478,99.48,98.85,99.48,98.22,1734123600000,583.0,2024-12-13,NYSE
BUFQ,85384.0,31.8089,31.88,31.83,31.88,31.7,1734123600000,325.0,2024-12-13,NYSE
PBP,16221.0,23.3458,23.36,23.3455,23.3993,23.3,1734123600000,103.0,2024-12-13,NYSE
DNUT,1095286.0,9.9257,10.04,9.88,10.07,9.84,1734123600000,12840.0,2024-12-13,NYSE
SPGM,53864.0,65.9385,66.15,66.0,66.15,65.7833,1734123600000,295.0,2024-12-13,NYSE
HTGC,985980.0,19.3573,19.36,19.41,19.46,19.23,1734123600000,10346.0,2024-12-13,NYSE
FGF,34088.0,24.8183,23.95,25.23,25.95,23.48,1734123600000,3054.0,2024-12-13,NYSE
BULZ,141372.0,187.0548,188.5,188.08,191.725,182.48,1734123600000,3936.0,2024-12-13,NYSE
SWIM,482812.0,7.5219,7.54,7.53,7.75,7.41,1734123600000,7376.0,2024-12-13,NYSE
IVLU,263105.0,28.1216,28.21,28.12,28.21,28.0697,1734123600000,1308.0,2024-12-13,NYSE
ARW,370597.0,120.7928,122.36,120.3,122.515,120.04,1734123600000,9301.0,2024-12-13,NYSE
XSHD,45494.0,15.2895,15.42,15.35,15.42,15.225,1734123600000,339.0,2024-12-13,NYSE
CRNC,1504289.0,7.2068,6.89,7.36,7.52,6.71,1734123600000,14324.0,2024-12-13,NYSE
VZLA,1482817.0,1.8215,1.83,1.84,1.86,1.78,1734123600000,5448.0,2024-12-13,NYSE
KPTI,1444506.0,0.7113,0.71,0.7,0.7349,0.692,1734123600000,4948.0,2024-12-13,NYSE
SPYD,781209.0,45.1005,45.24,45.15,45.28,44.925,1734123600000,9649.0,2024-12-13,NYSE
AROC,656162.0,25.9542,25.88,25.99,26.18,25.62,1734123600000,10608.0,2024-12-13,NYSE
PAAS,2622735.0,22.1758,22.46,22.21,22.53,21.9822,1734123600000,21775.0,2024-12-13,NYSE
SCPH,414722.0,3.2613,3.31,3.19,3.41,3.19,1734123600000,4616.0,2024-12-13,NYSE
SPOK,53267.0,16.6472,16.7,16.7,16.76,16.51,1734123600000,2279.0,2024-12-13,NYSE
XLK,4338455.0,238.9423,240.18,239.05,241.12,237.15,1734123600000,53660.0,2024-12-13,NYSE
PBE,4987.0,68.2962,68.72,68.2999,68.72,68.02,1734123600000,106.0,2024-12-13,NYSE
SPYT,73899.0,19.972,20.03,19.97,20.03,19.91,1734123600000,915.0,2024-12-13,NYSE
SRPT,723305.0,123.3352,123.19,123.71,125.91,122.12,1734123600000,12764.0,2024-12-13,NYSE
UFEB,1914.0,33.2037,33.2,33.2255,33.2537,33.19,1734123600000,5.0,2024-12-13,NYSE
WMG,1188836.0,32.4674,32.71,32.52,32.79,32.17,1734123600000,13757.0,2024-12-13,NYSE
MSFO,119316.0,19.0924,19.06,19.1,19.2,19.01,1734123600000,1075.0,2024-12-13,NYSE
TCBK,85404.0,47.9857,48.49,48.04,48.53,47.63,1734123600000,3142.0,2024-12-13,NYSE
MLN,169081.0,18.0188,18.05,18.0,18.06,17.99,1734123600000,542.0,2024-12-13,NYSE
ACIO,223132.0,41.04,41.16,41.03,41.2,40.9501,1734123600000,437.0,2024-12-13,NYSE
CCCS,2841019.0,12.1539,12.29,12.13,12.33,12.04,1734123600000,21800.0,2024-12-13,NYSE
PMTpA,9838.0,24.2085,24.35,24.2,24.35,24.15,1734123600000,87.0,2024-12-13,NYSE
HYGW,40542.0,32.337,32.39,32.34,32.39,32.3,1734123600000,208.0,2024-12-13,NYSE
NAIL,378358.0,112.0145,116.07,111.65,116.07,109.2,1734123600000,8039.0,2024-12-13,NYSE
EWY,2640366.0,55.9145,56.16,55.99,56.16,55.7501,1734123600000,16746.0,2024-12-13,NYSE
JNPR,1426133.0,37.2478,37.32,37.23,37.365,37.19,1734123600000,13487.0,2024-12-13,NYSE
ZWS,719389.0,39.7804,39.81,39.77,40.19,39.67,1734123600000,10544.0,2024-12-13,NYSE
BX,2888589.0,189.2626,190.49,188.42,192.17,188.234,1734123600000,41767.0,2024-12-13,NYSE
GEM,54276.0,33.8095,33.9,33.805,33.9,33.7406,1734123600000,372.0,2024-12-13,NYSE
FLCB,161326.0,21.2302,21.27,21.22,21.27,21.21,1734123600000,501.0,2024-12-13,NYSE
AIQ,461516.0,40.0705,40.23,40.14,40.333,39.870451,1734123600000,3883.0,2024-12-13,NYSE
RPAR,6855.0,19.454,19.54,19.44,19.54,19.42,1734123600000,67.0,2024-12-13,NYSE
INCM,142777.0,26.7443,26.86,26.7,26.86,26.674,1734123600000,1017.0,2024-12-13,NYSE
LUV,4713352.0,33.0433,33.14,33.02,33.39,32.85,1734123600000,40764.0,2024-12-13,NYSE
CWEN,678730.0,27.2621,27.32,27.28,27.43,27.065,1734123600000,8367.0,2024-12-13,NYSE
MDAI,5304212.0,2.0189,1.9,1.8,2.04,1.78,1734123600000,24693.0,2024-12-13,NYSE
SRRK,723468.0,42.0853,41.36,41.98,42.59,40.95,1734123600000,13698.0,2024-12-13,NYSE
SMLR,966934.0,69.5725,71.88,67.17,73.49,65.2801,1734123600000,14110.0,2024-12-13,NYSE
SCAP,2356.0,36.5338,36.9,36.5094,36.9,36.505,1734123600000,61.0,2024-12-13,NYSE
ASA,49534.0,20.617,20.74,20.71,20.88,20.445,1734123600000,334.0,2024-12-13,NYSE
UUUU,3461203.0,6.0269,6.15,5.97,6.22,5.95,1734123600000,19077.0,2024-12-13,NYSE
CSCO,11801935.0,58.6286,58.62,58.62,58.935,58.38,1734123600000,88266.0,2024-12-13,NYSE
DTI,17448.0,3.5134,3.55,3.5,3.55,3.49,1734123600000,401.0,2024-12-13,NYSE
RINF,6074.0,33.2382,33.22,33.2305,33.25,33.13,1734123600000,25.0,2024-12-13,NYSE
SGOV,4671493.0,100.4942,100.49,100.5,100.5,100.49,1734123600000,26413.0,2024-12-13,NYSE
FHLC,107054.0,67.1485,67.12,67.13,67.3299,66.8001,1734123600000,1828.0,2024-12-13,NYSE
SPLG,8842877.0,71.0506,71.33,71.09,71.4291,70.9127,1734123600000,30137.0,2024-12-13,NYSE
FNGU,929984.0,641.4466,641.42,643.18,657.15,625.35,1734123600000,22413.0,2024-12-13,NYSE
NOAH,163354.0,11.9568,11.89,11.88,12.0,11.88,1734123600000,1804.0,2024-12-13,NYSE
DBO,103688.0,14.7283,14.66,14.73,14.79,14.63,1734123600000,978.0,2024-12-13,NYSE
CADE,740713.0,36.3085,36.46,36.4,36.61,35.92,1734123600000,9676.0,2024-12-13,NYSE
YMAG,1419649.0,20.0224,20.08,20.0,20.12,19.9032,1734123600000,7893.0,2024-12-13,NYSE
GOOY,63411.0,15.4233,15.47,15.31,15.49,15.31,1734123600000,809.0,2024-12-13,NYSE
IRD,201319.0,1.0494,1.14,1.02,1.16,1.02,1734123600000,697.0,2024-12-13,NYSE
UVXY,8451353.0,19.0342,18.75,19.08,19.46,18.6,1734123600000,46809.0,2024-12-13,NYSE
EPAM,753311.0,245.5283,249.51,244.64,251.1001,244.36,1734123600000,16525.0,2024-12-13,NYSE
PSCT,15578.0,50.9474,51.29,50.66,51.55,50.56,1734123600000,177.0,2024-12-13,NYSE
CAN,24711670.0,2.8234,2.9,2.86,2.93,2.62,1734123600000,37190.0,2024-12-13,NYSE
ZLAB,1400066.0,26.181,26.72,26.33,26.75,25.85,1734123600000,10604.0,2024-12-13,NYSE
NXG,24619.0,46.8181,47.58,46.88,47.58,46.18,1734123600000,245.0,2024-12-13,NYSE
BSIG,125947.0,30.105,30.23,30.12,30.5,29.94,1734123600000,4815.0,2024-12-13,NYSE
LICN,36502679.0,0.2131,0.22,0.1839,0.2242,0.18,1734123600000,43972.0,2024-12-13,NYSE
ARKQ,72397.0,77.9319,77.5,78.56,78.56,77.0132,1734123600000,1568.0,2024-12-13,NYSE
SPCB,30674.0,3.2671,3.34,3.25,3.34,3.21,1734123600000,297.0,2024-12-13,NYSE
EOD,114148.0,4.9251,4.94,4.94,4.98,4.91,1734123600000,466.0,2024-12-13,NYSE
NMIH,302058.0,38.0033,37.82,37.97,38.24,37.715,1734123600000,7665.0,2024-12-13,NYSE
TREE,215869.0,39.9212,41.25,39.8,42.135,39.4,1734123600000,6328.0,2024-12-13,NYSE
HDSN,970455.0,5.6272,5.77,5.62,5.85,5.49,1734123600000,10852.0,2024-12-13,NYSE
XSD,18791.0,262.0793,262.6,262.73,264.095,259.21,1734123600000,753.0,2024-12-13,NYSE
MMI,50628.0,40.0911,40.51,40.08,40.64,39.73,1734123600000,1955.0,2024-12-13,NYSE
AZN,6330285.0,66.5324,66.602,66.58,66.69,66.14,1734123600000,32679.0,2024-12-13,NYSE
JFBR,203031.0,2.572,2.53,2.66,2.7,2.42,1734123600000,1467.0,2024-12-13,NYSE
CPB,2355973.0,42.9834,42.8,42.99,43.26,42.57,1734123600000,35335.0,2024-12-13,NYSE
CPLS,6034.0,35.3003,35.35,35.28,35.35,35.27,1734123600000,21.0,2024-12-13,NYSE
PLMR,128445.0,109.9366,109.77,109.67,111.52,109.24,1734123600000,4670.0,2024-12-13,NYSE
FLBL,287364.0,24.2098,24.23,24.225,24.23,24.19,1734123600000,874.0,2024-12-13,NYSE
ALEX,366024.0,18.8133,18.83,18.86,18.92,18.7,1734123600000,5406.0,2024-12-13,NYSE
OARK,101387.0,11.046,11.11,11.11,11.11,10.9504,1734123600000,844.0,2024-12-13,NYSE
FTRB,27726.0,24.9791,25.01,24.955,25.02,24.89,1734123600000,96.0,2024-12-13,NYSE
RYI,183411.0,22.2116,22.57,22.26,22.57,21.98,1734123600000,5628.0,2024-12-13,NYSE
FLOW,320.0,32.8719,33.03,32.7456,33.03,32.7456,1734123600000,18.0,2024-12-13,NYSE
LANC,115042.0,197.073,195.6,198.1,198.31,193.05,1734123600000,6411.0,2024-12-13,NYSE
VUSB,481945.0,49.7176,49.72,49.72,49.73,49.71,1734123600000,1359.0,2024-12-13,NYSE
NVAX,3221270.0,9.0849,9.0,9.11,9.29,8.88,1734123600000,26852.0,2024-12-13,NYSE
FAT,11371.0,5.4586,5.59,5.49,5.59,5.36,1734123600000,167.0,2024-12-13,NYSE
LYT,99052.0,1.1155,1.12,1.08,1.14,1.04,1734123600000,561.0,2024-12-13,NYSE
KIDS,214076.0,21.8214,21.87,22.12,22.5,21.02,1734123600000,4616.0,2024-12-13,NYSE
PLDR,17925.0,34.5514,34.79,34.5332,34.79,34.52,1734123600000,32.0,2024-12-13,NYSE
CMBM,171215.0,0.8403,0.9,0.8022,0.92,0.78,1734123600000,1161.0,2024-12-13,NYSE
ACLS,451901.0,75.5439,76.57,75.29,77.22,74.3756,1734123600000,11529.0,2024-12-13,NYSE
BDTX,729338.0,2.5109,2.5,2.56,2.59,2.415,1734123600000,6442.0,2024-12-13,NYSE
PUBM,203039.0,16.2728,16.49,16.3,16.69,16.12,1734123600000,6140.0,2024-12-13,NYSE
SPLV,1131291.0,71.8787,71.97,71.78,72.13,71.68,1734123600000,9571.0,2024-12-13,NYSE
NFLX,2446529.0,918.0327,916.81,918.87,925.55,909.61,1734123600000,91894.0,2024-12-13,NYSE
IE,425312.0,7.7358,8.1,7.7,8.185,7.6,1734123600000,7922.0,2024-12-13,NYSE
CVGI,708279.0,2.5006,2.38,2.53,2.59,2.3601,1734123600000,4767.0,2024-12-13,NYSE
ILDR,8955.0,26.4706,26.66,26.4827,26.73,26.42,1734123600000,22.0,2024-12-13,NYSE
ORLA,764258.0,5.5653,5.56,5.58,5.65,5.4812,1734123600000,5234.0,2024-12-13,NYSE
XMTR,553322.0,34.4165,34.8,34.76,35.29,33.15,1734123600000,9864.0,2024-12-13,NYSE
TGRT,13395.0,39.0197,39.34,39.03,39.34,38.905,1734123600000,86.0,2024-12-13,NYSE
LDUR,19609.0,95.1777,95.33,95.22,95.33,95.0513,1734123600000,192.0,2024-12-13,NYSE
IVDA,119069.0,2.0617,2.07,2.0628,2.14,1.9801,1734123600000,385.0,2024-12-13,NYSE
ZVRA,399543.0,8.5273,8.39,8.48,8.74,8.35,1734123600000,7592.0,2024-12-13,NYSE
CAPL,79394.0,22.0951,21.78,22.21,22.44,21.5709,1734123600000,584.0,2024-12-13,NYSE
PLTY,35689.0,69.2121,68.31,70.5899,70.59,67.92,1734123600000,1106.0,2024-12-13,NYSE
